exercise_name,action,excel_original_name,exercise_name_diff,force_diff,equipment_diff,mechanic_diff,difficulty_diff,advanced_isolated_muscles_diff
TRX Y Raise,update,TRX Y Raise,,pull -> Pull,,isolation -> Isolation,beginner -> Beginner,None -> Lateral Deltoid; Anterior Deltoid; Traps (mid-back)
Child Pose Arms Extended,insert,Child Pose Arms Extended,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,
Child Pose Arms Extended Left Right,insert,Child Pose Arms Extended Left Right,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,None -> Obliques
Child Pose Arms On Side,insert,Child Pose Arms On Side,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,
Table Top Pose Variation 1,insert,Table Top Pose Variation 1,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,
Table Top Pose Variation 2,insert,Table Top Pose Variation 2,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,
Table Top Pose Variation 3,insert,Table Top Pose Variation 3,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,
Bow Pose,insert,Bow Pose,,None -> Hold,None -> Yoga,None -> Compound,None -> Intermediate,None -> Chest
Criss Cross Bow Tie Pose,insert,Criss Cross Bow Tie Pose,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,None -> Traps (mid-back)
Cat Pose,insert,Cat Pose,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,None -> Traps (mid-back)
Chair Pose,insert,Chair Pose,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,
Child Pose Elbows On Block,insert,Child Pose Elbows On Block,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,
Corpse Pose,insert,Corpse Pose,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,
Crescent Moon Pose,insert,Crescent Moon Pose,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,
Crescent Moon Pose Quad Stretch,insert,Crescent Moon Pose Quad Stretch,,None -> Hold,None -> Yoga,None -> Isolation,None -> Intermediate,
Crescent Moon Pose Quad Stretch With Block,insert,Crescent Moon Pose Quad Stretch With Block,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,
Crow Pose,insert,Crow Pose,,None -> Hold,None -> Yoga,None -> Compound,None -> Advanced,
Double Pigeon Pose,insert,Double Pigeon Pose,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,
Downward Dog,insert,Downward Dog,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,
Downward Dog Toe To Heel,insert,Downward Dog Toe To Heel,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,
Downward Dog With Fingers Facing Feet,insert,Downward Dog With Fingers Facing Feet,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,
Eagle Arms Chin Into Chest,insert,Eagle Arms Chin Into Chest,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,None -> Traps (mid-back)
Eagle Arm Pose,insert,Eagle Arm Pose,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,
Easy Pose Neck Stretch,insert,Easy Pose Neck Stretch,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,
Easy Seated Twist Pose,insert,Easy Seated Twist Pose,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,None -> Obliques
extended-side-angle-pose,insert,extended-side-angle-pose,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,
Extended side Angle Pose With Block,insert,Extended side Angle Pose With Block,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,None -> Obliques
Gate Pose Variation Arm Extended on Side,insert,Gate Pose Variation Arm Extended on Side,,None -> Hold,None -> Yoga,None -> Compound,None -> Intermediate,None -> Obliques
Gate Pose Rounding Spine Looking Up,insert,Gate Pose Rounding Spine Looking Up,,None -> Hold,None -> Yoga,None -> Compound,None -> Intermediate,None -> Obliques
Half Lotus,insert,Half Lotus,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,
Half Monkey Pose,insert,Half Monkey Pose,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,
Half Neck Rolls,insert,Half Neck Rolls,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,
Happy Baby,insert,Happy Baby,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,
Headstand,insert,Headstand,,None -> Hold,None -> Yoga,None -> Compound,None -> Advanced,None -> Anterior Deltoid; Lateral Deltoid
Lord Of The Dance,insert,Lord Of The Dance,,None -> Hold,None -> Yoga,None -> Compound,None -> Intermediate,
Monkey Pose,insert,Monkey Pose,,None -> Hold,None -> Yoga,None -> Compound,None -> Advanced,
Mountain,insert,Mountain,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,None -> Chest
One Arm Cow Face Pose,insert,One Arm Cow Face Pose,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,
Seated Forward Bend,insert,Seated Forward Bend,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,
Pigeon Pose,insert,Pigeon Pose,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,
Wide Legged Forward Fall,insert,Wide Legged Forward Fall,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,None -> Anterior Deltoid
Puppy Pose,insert,Puppy Pose,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,None -> Posterior Deltoid
Pyramid Pose Blocks,insert,Pyramid Pose Blocks,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,
Pyramid Pose Calf Blocks,insert,Pyramid Pose Calf Blocks,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,
Pyramid Pose,insert,Pyramid Pose,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,
Pyramid Prayer,insert,Pyramid Prayer,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,
Reclining Pigeon Pose,insert,Reclining Pigeon Pose,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,
Restful Cow Face Pose Legs,insert,Restful Cow Face Pose Legs,,None -> Hold,None -> Yoga,None -> Isolation,None -> Intermediate,
Reverse Prayer,insert,Reverse Prayer,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,None -> Lateral Deltoid; Anterior Deltoid
Revolved Head To Knee,insert,Revolved Head To Knee,,None -> Hold,None -> Yoga,None -> Compound,None -> Advanced,None -> Obliques
Revolved Side Angle Pose With Prayer Hands Beginner,insert,Revolved Side Angle Pose With Prayer Hands Beginner,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,None -> Traps (mid-back); Obliques
Revolved Side Angle Pose With Prayer Hands,insert,Revolved Side Angle Pose With Prayer Hands,,None -> Hold,None -> Yoga,None -> Compound,None -> Intermediate,None -> Traps (mid-back); Obliques
Runners Lunge,insert,Runners Lunge,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,
Scorpion Twist Pose,insert,Scorpion Twist Pose,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,None -> Chest
Seated Arm Stretch,insert,Seated Arm Stretch,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,
Seated Side Bend Pose,insert,Seated Side Bend Pose,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,None -> Obliques
Seated Twist,insert,Seated Twist,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,None -> Traps (mid-back); Obliques
Sphinx Pose,insert,Sphinx Pose,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,None -> Chest
Standing Forward Bend Blocks,insert,Standing Forward Bend Blocks,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,
Standing Forward Bend,insert,Standing Forward Bend,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,
Supine Twist Lying,insert,Supine Twist Lying,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,None -> Obliques
Supported Matsyasana Pose,insert,Supported Matsyasana Pose,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,None -> Chest; Traps (mid-back)
Thread The Needle Hip Over Knees,insert,Thread The Needle Hip Over Knees,,None -> Hold,None -> Yoga,None -> Compound,None -> Intermediate,None -> Obliques
Tree Pose,insert,Tree Pose,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,None -> Chest
Two Arms Cow Face Pose,insert,Two Arms Cow Face Pose,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,
Urdhva Dhanurasana Wheel Pose,insert,Urdhva Dhanurasana Wheel Pose,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,
Vajrasana Variation 1,insert,Vajrasana Variation 1,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,None -> Traps (mid-back)
Vajrasana Variation 2,insert,Vajrasana Variation 2,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,None -> Traps (mid-back)
Walk Your Downward Dog,insert,Walk Your Downward Dog,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,
Warrior One,insert,Warrior One,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,None -> Chest
Warrior Three,insert,Warrior Three,,None -> Hold,None -> Yoga,None -> Compound,None -> Intermediate,
Warrior Two,insert,Warrior Two,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,None -> Chest
Wide Legged Standing Forward Bend Holding Heels,insert,Wide Legged Standing Forward Bend Holding Heels,,None -> Hold,None -> Yoga,None -> Isolation,None -> Beginner,
Wild Thing Pose,insert,Wild Thing Pose,,None -> Hold,None -> Yoga,None -> Compound,None -> Intermediate,None -> Obliques
Yogi Arm Clock,insert,Yogi Arm Clock,,None -> Hold,None -> Yoga,None -> Compound,None -> Beginner,None -> Chest
Box Jump,insert,Box Jump,,None -> Push,None -> Bodyweight,None -> Compound,None -> Beginner,
Depth Jump,insert,Depth Jump,,None -> Push,None -> Bodyweight,None -> Compound,None -> Intermediate,
Seated Box Jump,insert,Seated Box Jump,,None -> Push,None -> Bodyweight,None -> Compound,None -> Beginner,
Single Leg Box Jump,insert,Single Leg Box Jump,,None -> Push,None -> Bodyweight,None -> Compound,None -> Advanced,
Toe Tap,insert,Toe Tap,,None -> Push,None -> Cardio,None -> Compound,None -> Beginner,
Glute Ham Raise,update,Glute Ham Raise,,pull -> Pull,machine -> Machine,isolation -> Isolation,intermediate -> Intermediate,
Medicine Ball Chest Press Partner Toss,insert,Medicine Ball Chest Press Partner Toss,,None -> Push,None -> Medicine_Ball,None -> Compound,None -> Beginner,None -> Chest; Mid and Lower Chest; Long Head Tricep; Lateral Head Triceps; Anterior Deltoid
Medicine Ball Chest Press Slam,insert,Medicine Ball Chest Press Slam,,None -> Push,None -> Medicine_Ball,None -> Compound,None -> Beginner,None -> Chest; Mid and Lower Chest; Long Head Tricep; Lateral Head Triceps; Medial Head Triceps; Anterior Deltoid
Medicine Ball Chest Press Toss,insert,Medicine Ball Chest Press Toss,,None -> Push,None -> Medicine_Ball,None -> Compound,None -> Beginner,None -> Chest; Anterior Deltoid
Medicine Ball Clean And Press Slam,insert,Medicine Ball Clean And Press Slam,,None -> Push,None -> Medicine_Ball,None -> Compound,None -> Intermediate,None -> Inner Quadriceps; Outer Quadricep; Anterior Deltoid
Medicine Ball Half Kneeling Wood Chopper,insert,Medicine Ball Half Kneeling Wood Chopper,,None -> Pull,None -> Medicine_Ball,None -> Isolation,None -> Beginner,None -> Obliques
Medicine Ball Halo,insert,Medicine Ball Halo,,None -> Push,None -> Medicine_Ball,None -> Isolation,None -> Beginner,None -> Lateral Deltoid; Anterior Deltoid; Posterior Deltoid
Medicine Ball Ball Headlock Squat,insert,Medicine Ball Ball Headlock Squat,,None -> Push,None -> Medicine_Ball,None -> Compound,None -> Beginner,None -> Inner Quadriceps; Outer Quadricep
Medicine Ball Hip Abduction,insert,Medicine Ball Hip Abduction,,None -> Push,None -> Medicine_Ball,None -> Isolation,None -> Beginner,None -> Gluteus Medius
Medicine Ball Kneeling Wood Chopper,insert,Medicine Ball Kneeling Wood Chopper,,None -> Pull,None -> Medicine_Ball,None -> Isolation,None -> Beginner,None -> Obliques
Medicine Ball Lateral Lunge Slam,insert,Medicine Ball Lateral Lunge Slam,,None -> Push,None -> Medicine_Ball,None -> Isolation,None -> Intermediate,None -> Gluteus Medius; Inner Quadriceps; Outer Quadricep
Medicine Ball Ball Offset Squat,insert,Medicine Ball Ball Offset Squat,,None -> Push,None -> Medicine_Ball,None -> Compound,None -> Beginner,None -> Gluteus Maximus
Medicine Ball Overhead Reverse Lunge,insert,Medicine Ball Overhead Reverse Lunge,,None -> Push,None -> Medicine_Ball,None -> Compound,None -> Intermediate,None -> Inner Quadriceps; Outer Quadricep; Gluteus Maximus; Lateral Deltoid; Anterior Deltoid
Medicine Ball Overhead Squat,insert,Medicine Ball Overhead Squat,,None -> Push,None -> Medicine_Ball,None -> Compound,None -> Intermediate,None -> Inner Quadriceps; Outer Quadricep; Gluteus Maximus
Medicine Ball Partner Side Toss,insert,Medicine Ball Partner Side Toss,,None -> Pull,None -> Medicine_Ball,None -> Isolation,None -> Beginner,None -> Obliques
Medicine Ball Partner Situp Toss,insert,Medicine Ball Partner Situp Toss,,None -> Push,None -> Medicine_Ball,None -> Isolation,None -> Beginner,None -> Upper Abdominals
Medicine Ball Plank,insert,Medicine Ball Plank,,None -> Hold,None -> Medicine_Ball,None -> Compound,None -> Beginner,None -> Lower Abdominals; Upper Abdominals
Medicine Ball Press Jack,insert,Medicine Ball Press Jack,,None -> Push,None -> Medicine_Ball,None -> Compound,None -> Beginner,None -> Gluteus Medius
Medicine Ball Pushup,insert,Medicine Ball Pushup,,None -> Push,None -> Medicine_Ball,None -> Compound,None -> Intermediate,None -> Chest; Mid and Lower Chest
Medicine Ball Rainbow Slam,insert,Medicine Ball Rainbow Slam,,None -> Push,None -> Medicine_Ball,None -> Compound,None -> Beginner,None -> Obliques
Medicine Ball Reverse Lunge,insert,Medicine Ball Reverse Lunge,,None -> Push,None -> Medicine_Ball,None -> Compound,None -> Beginner,None -> Gluteus Maximus; Inner Quadriceps; Outer Quadricep
Medicine Ball Reverse Lunge Twist,insert,Medicine Ball Reverse Lunge Twist,,None -> Push,None -> Medicine_Ball,None -> Compound,None -> Intermediate,None -> Inner Quadriceps; Outer Quadricep; Obliques
Medicine Ball Russian Twist,insert,Medicine Ball Russian Twist,,None -> Push,None -> Medicine_Ball,None -> Isolation,None -> Intermediate,None -> Obliques
Medicine Ball Self Toss,insert,Medicine Ball Self Toss,,None -> Push,None -> Medicine_Ball,None -> Compound,None -> Beginner,None -> Inner Quadriceps; Outer Quadricep; Gluteus Maximus; Lateral Deltoid; Anterior Deltoid
Medicine Ball Single Leg Deadlift,insert,Medicine Ball Single Leg Deadlift,,None -> Pull,None -> Medicine_Ball,None -> Compound,None -> Intermediate,None -> Gluteus Maximus
Medicine Ball Slam,insert,Medicine Ball Slam,,None -> Push,None -> Medicine_Ball,None -> Compound,None -> Beginner,None -> Upper Abdominals
Medicine Ball Squat Reach,insert,Medicine Ball Squat Reach,,None -> Push,None -> Medicine_Ball,None -> Compound,None -> Beginner,None -> Inner Quadriceps; Outer Quadricep; Gluteus Maximus; Lateral Deltoid; Anterior Deltoid
Medicine Ball Walkover Pushup,insert,Medicine Ball Walkover Pushup,,None -> Push,None -> Medicine_Ball,None -> Compound,None -> Intermediate,None -> Chest; Mid and Lower Chest; Anterior Deltoid
Medicine Ball Wall Ball,insert,Medicine Ball Wall Ball,,None -> Push,None -> Medicine_Ball,None -> Compound,None -> Beginner,None -> Lateral Deltoid; Anterior Deltoid
Medicine Ball Wood Chopper,insert,Medicine Ball Wood Chopper,,None -> Push,None -> Medicine_Ball,None -> Compound,None -> Beginner,None -> Obliques
Medicine Ball Wood Chopper Toss,insert,Medicine Ball Wood Chopper Toss,,None -> Push,None -> Medicine_Ball,None -> Compound,None -> Beginner,None -> Obliques
Landmine Alternating Lunge And Twist,insert,Landmine Alternating Lunge And Twist,,None -> Push,None -> Barbell,None -> Compound,None -> Advanced,None -> Obliques
Landmine Alternating Lunge To Chest Press,insert,Landmine Alternating Lunge To Chest Press,,None -> Push,None -> Barbell,None -> Compound,None -> Advanced,None -> Chest
Landmine Alternating Single Arm Press,insert,Landmine Alternating Single Arm Press,,None -> Push,None -> Barbell,None -> Isolation,None -> Intermediate,None -> Lateral Deltoid; Anterior Deltoid
Landmine Bicep Curl,insert,Landmine Bicep Curl,,None -> Pull,None -> Barbell,None -> Isolation,None -> Intermediate,
Landmine Calf Raise,insert,Landmine Calf Raise,,None -> Push,None -> Barbell,None -> Isolation,None -> Intermediate,None -> Gastrocnemius
Landmine Concentration Curl,insert,Landmine Concentration Curl,,None -> Pull,None -> Barbell,None -> Isolation,None -> Intermediate,
Landmine Curtsy Lunge,insert,Landmine Curtsy Lunge,,None -> Push,None -> Barbell,None -> Compound,None -> Intermediate,None -> Gluteus Medius
Landmine Glute Kick Back,insert,Landmine Glute Kick Back,,None -> Push,None -> Barbell,None -> Isolation,None -> Intermediate,
Landmine Goblet Curtsy Lunge,insert,Landmine Goblet Curtsy Lunge,,None -> Push,None -> Barbell,None -> Compound,None -> Advanced,
Landmine Goblet Lateral Lunge,insert,Landmine Goblet Lateral Lunge,,None -> Push,None -> Barbell,None -> Compound,None -> Advanced,
Landmine Hack Squat,insert,Landmine Hack Squat,,None -> Push,None -> Barbell,None -> Compound,None -> Advanced,
Landmine Half Kneeling Single Arm Overhead Press,insert,Landmine Half Kneeling Single Arm Overhead Press,,None -> Push,None -> Barbell,None -> Isolation,None -> Intermediate,None -> Anterior Deltoid; Lateral Deltoid
Landmine Hollow Hold,insert,Landmine Hollow Hold,,None -> Hold,None -> Barbell,None -> Isolation,None -> Advanced,None -> Anterior Deltoid
Landmine Kneeling Alternating Overhead Press,insert,Landmine Kneeling Alternating Overhead Press,,None -> Push,None -> Barbell,None -> Compound,None -> Intermediate,None -> Anterior Deltoid; Lateral Deltoid
Landmine Kneeling Overhead Press,insert,Landmine Kneeling Overhead Press,,None -> Push,None -> Barbell,None -> Compound,None -> Intermediate,None -> Anterior Deltoid; Lateral Deltoid
Landmine Kneeling Twist,insert,Landmine Kneeling Twist,,None -> Pull,None -> Barbell,None -> Isolation,None -> Intermediate,None -> Obliques
Landmine Lateral Lunge,insert,Landmine Lateral Lunge,,None -> Push,None -> Barbell,None -> Compound,None -> Intermediate,
Landmine Lateral Raise,insert,Landmine Lateral Raise,,None -> Pull,None -> Barbell,None -> Isolation,None -> Intermediate,None -> Lateral Deltoid; Anterior Deltoid
