exercise_name,primary muscle group,secondary muscle group,tertiary muscle group,force,equipment,mechanic,difficulty,advanced_isolated_muscles
Machine Horizontal Leg Press Calf Raise,Calves,,,Push,Machine,Isolation,Beginner,
Machine Horizontal Leg Press,Glutes; Quads,,,Push,Machine,Compound,Novice,
Machine Hip Adduction,Inner Thigh; Groin,,,Pull,Machine,Isolation,Novice,Inner Thigh
Machine Hip Abduction,Glutes; Gluteus Medius,,,Push,Machine,Isolation,Novice,Gluteus Medius
Machine Reverse Fly,Posterior Deltoid; Rear Shoulders,,,Pull,Machine,Isolation,Novice,Posterior Deltoid
Machine Pec Fly,Chest,,,Push,Machine,Isolation,Novice,Chest
Machine Overhand Overhead Press,Front Shoulders,,,Push,Machine,Compound,Novice,
Machine Neutral Overhead Press,Front Shoulders,,,Push,Machine,Compound,Novice,
Machine Hip And Glute Adduction,Inner Thigh; Groin,,,Pull,Machine,Isolation,Novice,Inner Thigh
Machine Hip And Glute Abduction,Glutes; Gluteus Medius,,,Push,Machine,Isolation,Novice,Gluteus Medius
Machine Hip And Glute Kickback,Glutes,,,Push,Machine,Isolation,Novice,
Machine Chest Press,Chest,Triceps,,Push,Machine,Compound,Novice,Chest
Machine Underhand Row,Biceps; Lats,,,Pull,Machine,Compound,Novice,
Machine Neutral Row,Lats,,,Pull,Machine,Compound,Novice,
Machine Overhand Row,Posterior Deltoid; Rear Shoulders,,,Pull,Machine,Compound,Novice,Posterior Deltoid
Stretcher,Lats,,,Pull,Machine,Compound,Intermediate,
Dumbbell Box Squat,Glutes; Quads,Lower back,,Push,Dumbbells,Compound,Beginner,
Kettlebell Box Squat,Glutes; Quads,Lower back,,Push,Kettlebells,Compound,Beginner,
Bodyweight Box Squat,Glutes; Quads,,,Push,Bodyweight,Compound,Novice,
Alternating Heel Touch,Abdominals; Obliques,,,Hold,Bodyweight,Isolation,Novice,Obliques
Bodyweight Donkey Calf Raise,Calves; Gastrocnemius,,,Push,Bodyweight,Isolation,Novice,Gastrocnemius
Barbell Kickstand Squat,Glutes; Quads,,,Push,Barbell,Compound,Advanced,
Dumbbell Kickstand Squat,Glutes; Quads,,,Push,Dumbbells,Compound,Intermediate,
Kettlebell Kickstand Squat,Glutes; Quads,,,Push,Kettlebells,Compound,Intermediate,
Bodyweight Kickstand Squat,Glutes; Quads,,,Push,Bodyweight,Compound,Beginner,
Reverse Crunch Kick Up,Abdominals,,,Push,Bodyweight,Isolation,Intermediate,
Eccentric Dragonflag,Abdominals,,,Push,Bodyweight,Isolation,Intermediate,
Dumbbell Incline Curl,Biceps; Long Head Bicep,,,Pull,Dumbbells,Isolation,Novice,Long Head Bicep
Laying Alternating Leg Raise,Abdominals; Lower Abdominals,,,Pull,Bodyweight,Isolation,Novice,Lower Abdominals
Laying Bent Leg Raise,Abdominals; Lower Abdominals,,,Pull,Bodyweight,Isolation,Novice,Lower Abdominals
Alternating Bent Leg Raise,Abdominals; Lower Abdominals,,,Pull,Bodyweight,Isolation,Novice,Lower Abdominals
Scissor Kick,Abdominals,,,Pull,Bodyweight,Isolation,Novice,
Sideways Scissor Kick,Abdominals,,,Pull,Bodyweight,Isolation,Beginner,
Windshield Wiper,Obliques,,,Pull,Bodyweight,Isolation,Intermediate,Obliques
Reach And Catch,Abdominals; Obliques,,,Pull,Bodyweight,Isolation,Novice,Obliques
Oblique Crunch,Obliques,,,Pull,Bodyweight,Isolation,Beginner,Obliques
Oblique Jackknife,Obliques,,,Pull,Bodyweight,Isolation,Intermediate,Obliques
Frog Crunch,Abdominals; Lower Abdominals,,,Pull,Bodyweight,Isolation,Beginner,Lower Abdominals
Frog Sit Up,Abdominals; Upper Abdominals,Upper Abdominals,,Pull,Bodyweight,Isolation,Beginner,Upper Abdominals
Elbow Plank Mountain Climber,Abdominals; Lower Abdominals,,,Pull,Bodyweight,Isolation,Beginner,Lower Abdominals
Slow Tempo Mountain Climber,Abdominals,,,Pull,Bodyweight,Compound,Novice,
Switch Jump Mountain Climber,Abdominals,,,Pull,Bodyweight,Isolation,Intermediate,
Slalom Mountain Climber,Abdominals,,,Pull,Bodyweight,Isolation,Intermediate,
Jumping Mountain Climber,Abdominals; Lower Abdominals,,,Pull,Bodyweight,Isolation,Beginner,Lower Abdominals
Ring Standing Pushup,Anterior Deltoid; Chest; Front Shoulders,Triceps,Shoulders,Push,Bodyweight,Compound,Beginner,Anterior Deltoid; Chest
Ring Row,Biceps; Lats,,,Pull,Bodyweight,Compound,Novice,
Ring Standing Archer Pushup,Chest,Triceps,,Push,Bodyweight,Compound,Intermediate,Chest
Ring Standing Chest Fly,Chest,,,Push,Bodyweight,Isolation,Beginner,Chest
Ring Rear Delt Fly,Rear Shoulders,Traps (mid-back),,Pull,Bodyweight,Isolation,Intermediate,Traps (mid-back)
Ring Skullcrusher,Triceps; Long Head Tricep,,,Push,Bodyweight,Isolation,Beginner,Long Head Tricep
Ring Standing Roll Out,Abdominals,,,Pull,Bodyweight,Compound,Intermediate,
Ring Curl,Biceps,,,Pull,Bodyweight,Isolation,Beginner,
Bodyweight Assisted Pull Up,,Biceps,,Pull,Bodyweight,Compound,Novice,
Bodyweight Assisted Chin Up,Biceps; Lats,,,Pull,Bodyweight,Compound,Novice,
Bodyweight Assisted Gironda Chin Up,Biceps; Lats,,,Pull,Bodyweight,Compound,Novice,
Bodyweight Assisted Mixed Grip Pullup,Biceps; Lats,,,Pull,Bodyweight,Compound,Novice,
Bodyweight Hanging L Sit,Abdominals; Lower Abdominals,,,Pull,Bodyweight,Isolation,Beginner,Lower Abdominals
Bodyweight Hanging Knee Tuck,Abdominals; Lower Abdominals,,,Pull,Bodyweight,Isolation,Intermediate,Lower Abdominals
Bodyweight Underhand Inverted Row,Lats,Biceps,Forearms,Pull,Bodyweight,Compound,Beginner,
Bodyweight Overhand Inverted Row,Traps (mid-back); Lats,Biceps,Forearms,Pull,Bodyweight,Compound,Beginner,Traps (mid-back)
Bodyweight Standing Inverted Row,Traps (mid-back); Lats,Biceps,Forearms,Pull,Bodyweight,Compound,Novice,Traps (mid-back)
Bodyweight Concentration Curl,Biceps,,,Pull,Bodyweight,Isolation,Novice,
Bodyweight Inverted Curl,Biceps,,,Pull,Bodyweight,Isolation,Novice,
Bodyweight Close Grip Inverted Curl,Biceps,,,Pull,Bodyweight,Isolation,Novice,
Stationary Bike,Glutes; Quads,,,Push,Cardio,Compound,Novice,
Bodyweight Butterfly Stretch,Groin,,,Hold,Bodyweight,Isolation,Novice,
Bodyweight Ninety Ninety Hip Stretch,Glutes,,,Hold,Bodyweight,Isolation,Novice,
Bodyweight Thoracic Spine Rotation,Obliques,,,Hold,Bodyweight,Isolation,Novice,Obliques
Bodyweight Single Leg Balance Stable,Hamstrings,,,Hold,Bodyweight,Isolation,Novice,
Kettlebell Incline Guillotine Bench Press,Chest,Triceps,,Push,Kettlebells,Compound,Intermediate,Chest
Kettlebell Swing Lunge,Glutes; Quads,,,Push,Kettlebells,Compound,Intermediate,
Kettlebell Alternating Curtsy Lunge,Glutes,Quads,,Push,Kettlebells,Compound,Intermediate,
Kettlebell Alternating Lateral Lunge,Glutes; Quads,,,Push,Kettlebells,Compound,Intermediate,
Kettlebell Alternating Reverse Lunge,Glutes; Quads,,,Push,Kettlebells,Compound,Intermediate,
Kettlebell Alternating Forward Lunge,Glutes; Quads,,,Push,Kettlebells,Compound,Intermediate,
Dumbbell Swing Lunge,Glutes; Quads,,,Push,Dumbbells,Compound,Intermediate,
Dumbbell Goblet Alternating Curtsy Lunge,Glutes,Quads,,Push,Dumbbells,Compound,Intermediate,
Dumbbell Alternating Lateral Lunge,Glutes; Quads,,,Push,Dumbbells,Compound,Intermediate,
Dumbbell Alternating Reverse Lunge,Glutes; Quads,,,Push,Dumbbells,Compound,Intermediate,
Dumbbell Alternating Forward Lunge,Glutes; Quads,,,Push,Dumbbells,Compound,Intermediate,
Weighted Plank Up Down,Abdominals,,,Push,Plate,Compound,Beginner,
Bodyweight Hands Up Push Ups,Chest,Anterior Deltoid; Triceps,,Push,Bodyweight,Compound,Beginner,Chest; Anterior Deltoid
Weighted Push Ups,Chest,Anterior Deltoid; Triceps,,Push,Plate,Compound,Intermediate,Chest; Anterior Deltoid
Weighted Diamond Push Ups,Triceps,,,Push,Plate,Compound,Intermediate,
Weighted Knee Push Ups,Chest,Triceps,,Push,Plate,Compound,Beginner,Chest
Bodyweight Single Leg Squat,Glutes; Quads,,,Push,Bodyweight,Compound,Advanced,
Bodyweight Plank Jack,Abdominals,,,Hold,Bodyweight,Compound,Beginner,
Bodyweight Plank Arm Lift,Abdominals,Shoulders; Lateral Deltoid; Anterior Deltoid; Posterior Deltoid; Front Shoulders; Rear Shoulders,,Hold,Bodyweight,Compound,Beginner,Lateral Deltoid; Anterior Deltoid; Posterior Deltoid
Inchworm,Lower back; Glutes; Hamstrings,,,Pull,Recovery,Compound,Beginner,
Weighted Wall Sit,Quads,,,Hold,Plate,Isolation,Beginner,
Wall Sit,Quads,,,Hold,Bodyweight,Isolation,Novice,
Jump Rope,Calves,,,Push,Cardio,Isolation,Beginner,
Wall Angels,Front Shoulders; Rear Shoulders,,,Push,Recovery,Compound,Novice,
Butt Kick,Hamstrings,,,Pull,Cardio,Compound,Novice,
Ankle Circle,Calves,,,Push,Recovery,Isolation,Novice,
Kettlebell Assisted Bulgarian Split Squat,Glutes; Quads,,,Push,Kettlebells,Compound,Beginner,
Dumbbell Assisted Bulgarian Split Squat,Glutes; Quads,,,Push,Dumbbells,Compound,Beginner,
Plate Weighted Inverted Row,Traps (mid-back); Lats,Biceps,Forearms,Pull,Plate,Compound,Intermediate,Traps (mid-back)
Dumbbell Weighted Pull Ups,Lats,Biceps; Traps (mid-back),Biceps,Pull,Dumbbells,Compound,Intermediate,Traps (mid-back)
Dumbbell Weighted Chin Ups,Lats,Biceps,Forearms,Pull,Dumbbells,Compound,Advanced,
Weighted Pull Ups,Lats,Biceps; Traps (mid-back),Biceps,Pull,Plate,Compound,Advanced,Traps (mid-back)
Weighted Chin Ups,Lats,Biceps,Forearms,Pull,Plate,Compound,Advanced,
Dumbbell Weighted Dip,Chest; Front Shoulders,Triceps,,Push,Dumbbells,Compound,Intermediate,Chest
Plate Weighted Dip,Chest; Front Shoulders,Triceps,,Push,Plate,Compound,Intermediate,Chest
Dumbbell Internal Rotation,Front Shoulders,,,Push,Dumbbells,Isolation,Beginner,
Dumbbell External Rotation,Rear Shoulders,,,Pull,Dumbbells,Isolation,Beginner,
Leg Raised Push Up,Chest,Anterior Deltoid; Triceps,,Push,Bodyweight,Compound,Beginner,Chest; Anterior Deltoid
Kettlebell Kneeling Bottoms Up Overhead Press,Shoulders; Lateral Deltoid; Anterior Deltoid; Front Shoulders,Triceps,,Push,Kettlebells,Compound,Advanced,Lateral Deltoid; Anterior Deltoid
Dumbbell Half Kneeling Single Arm Overhead Press,Shoulders; Anterior Deltoid; Front Shoulders,Lateral Deltoid; Triceps,,Push,Dumbbells,Isolation,Intermediate,Anterior Deltoid; Lateral Deltoid
Dumbbell Half Kneeling Overhead Press,Shoulders; Anterior Deltoid; Front Shoulders,Lateral Deltoid; Triceps,,Push,Dumbbells,Isolation,Intermediate,Anterior Deltoid; Lateral Deltoid
Barbell Reverse Grip Bench Press,Chest,Triceps; Lateral Head Triceps; Medial Head Triceps,Front Shoulders,Push,Barbell,Compound,Intermediate,Chest; Lateral Head Triceps; Medial Head Triceps
Dumbbell Reverse Grip Bench Press,Chest,Triceps; Lateral Head Triceps; Medial Head Triceps,Front Shoulders,Push,Dumbbells,Compound,Intermediate,Chest; Lateral Head Triceps; Medial Head Triceps
Dumbbell Head On Bench Rear Delt Fly,Shoulders; Posterior Deltoid; Rear Shoulders,,,Pull,Dumbbells,Isolation,Beginner,Posterior Deltoid
Dumbbell Incline Front Raise,Shoulders; Anterior Deltoid; Front Shoulders,,,Push,Dumbbells,Isolation,Beginner,Anterior Deltoid
Barbell Seated Full Front Raise,Shoulders; Anterior Deltoid; Front Shoulders,,,Push,Barbell,Isolation,Advanced,Anterior Deltoid
Dumbbell Seated Single Arm Arnold Press,Shoulders; Anterior Deltoid; Front Shoulders,Lateral Deltoid; Triceps,,Push,Dumbbells,Compound,Intermediate,Anterior Deltoid; Lateral Deltoid
Dumbbell Seated Y Press,Shoulders; Anterior Deltoid; Front Shoulders,Triceps,,Push,Dumbbells,Compound,Novice,Anterior Deltoid
Dumbbell Alternating Rear Delt Fly,Shoulders; Posterior Deltoid; Rear Shoulders,,,Pull,Dumbbells,Isolation,Intermediate,Posterior Deltoid
Band Upright Row,Shoulders; Lateral Deltoid; Front Shoulders,Anterior Deltoid; Traps,,Pull,Band,Isolation,Advanced,Lateral Deltoid; Anterior Deltoid
Barbell Suitcase Carry,Glutes; Hamstrings; Obliques,Lower back,Forearms,Pull,Barbell,Compound,Advanced,Obliques
Dumbbell Farmer Walk,Forearms; Wrist Extensors; Wrist Flexors,,,Hold,Dumbbells,Isolation,Beginner,Wrist Extensors; Wrist Flexors
Barbell Sumo Pause Deadlift,Lower back; Glutes,,,Pull,Barbell,Compound,Intermediate,
Dumbbell Y Press,Shoulders; Anterior Deltoid; Front Shoulders,Triceps,,Push,Dumbbells,Compound,Novice,Anterior Deltoid
Dumbbell Cuban Press,Front Shoulders,,,Push,Dumbbells,Compound,Intermediate,
Barbell Jefferson Deadlift,Lower back; Glutes,,,Pull,Barbell,Compound,Advanced,
Barbell Conventional Pause Deadlift,Lower back; Glutes,,,Pull,Barbell,Compound,Intermediate,
Barbell Block Conventional Deadlift,Lower back; Glutes,,,Pull,Barbell,Compound,Intermediate,
Barbell Deficit Conventional Deadlift,Lower back; Glutes,,,Pull,Barbell,Compound,Intermediate,
Barbell Bradford Press,Shoulders; Front Shoulders,Triceps,,Push,Barbell,Compound,Intermediate,
Dumbbell Six Way Lateral Raise,Front Shoulders,,,Push,Dumbbells,Isolation,Beginner,
Dumbbell Full Lateral Raise,Shoulders; Lateral Deltoid; Front Shoulders,,,Pull,Dumbbells,Isolation,Beginner,Lateral Deltoid
Barbell Full Front Raise,Shoulders; Anterior Deltoid; Front Shoulders,,,Push,Barbell,Isolation,Intermediate,Anterior Deltoid
Dumbbell Full Front Raise,Shoulders; Anterior Deltoid; Front Shoulders,,,Push,Dumbbells,Isolation,Intermediate,Anterior Deltoid
Plate Weighted Dead Hang,Forearms,,,Hold,Plate,Isolation,Intermediate,
L Sit Chin Up,Lats,Biceps,Forearms,Pull,Bodyweight,Compound,Intermediate,
L Sit Pull Up,Lats,Biceps; Traps (mid-back),Biceps,Pull,Bodyweight,Compound,Intermediate,Traps (mid-back)
Hanging L Sit,Abdominals; Lower Abdominals; Forearms,,,Hold,Bodyweight,Isolation,Intermediate,Lower Abdominals
Dead Hang,Forearms,,,Hold,Bodyweight,Isolation,Beginner,
Medicine Ball Dead Bug,Abdominals,,,Push,Medicine-Ball,Compound,Intermediate,
Band Standing Chest Press,Chest,Triceps,,Push,Band,Compound,Beginner,Chest
Band Tricep Kickback,Triceps,,,Push,Band,Isolation,Beginner,
Band Squat Hold Single Arm Row,Glutes; Lats; Quads,Biceps,,Pull,Band,Compound,Novice,
Band Squat Hold Row,Glutes; Lats; Quads,Biceps,,Pull,Band,Compound,Novice,
Band Goblet Squat,Glutes; Quads,,,Push,Band,Compound,Novice,
Band Single Arm Pulldown,Lats,Biceps,,Pull,Band,Compound,Novice,
Band Single Arm Row,Lats,Biceps,,Pull,Band,Compound,Novice,
Machine Plate Loaded Crunch,Abdominals; Upper Abdominals,,,Pull,Machine,Isolation,Novice,Upper Abdominals
Machine Plate Loaded Incline Chest Press,Chest,Triceps,,Push,Machine,Compound,Novice,Chest
Machine Plate Loaded Decline Chest Press,Chest,Triceps,,Push,Machine,Compound,Novice,Chest
Machine Plate Loaded Low Incline Bench Press,Chest,Triceps,,Push,Machine,Compound,Novice,Chest
Machine Bent Arm Pec Fly,Chest,,,Push,Machine,Isolation,Novice,Chest
Machine Plate Loaded Front Military Press,Front Shoulders,,,Push,Machine,Compound,Novice,
Machine Chest Supported T Bar Row,Lats,,,Pull,Machine,Compound,Novice,
Machine Plate Loaded Pulldown,Lats,Biceps,Lower Traps,Pull,Machine,Compound,Novice,Lower Traps
Machine Rear Deltoid Row,Posterior Deltoid; Rear Shoulders,,,Pull,Machine,Isolation,Novice,Posterior Deltoid
Machine Pullover,Lats,,,Pull,Machine,Isolation,Novice,
Machine Seated Shrug,Traps,,,Pull,Machine,Isolation,Beginner,
Machine Standing Shrug,Traps,,,Pull,Machine,Isolation,Novice,
Machine Back Extension,Lower back,,,Push,Machine,Isolation,Novice,
Machine Standing Lateral Raise,Front Shoulders,,,Push,Machine,Isolation,Novice,
Machine Standing Plate Loaded Preacher Curl,Biceps; Short Head Bicep,,,Pull,Machine,Isolation,Novice,Short Head Bicep
Machine Seated Plate Loaded Preacher Curl,Biceps; Short Head Bicep,,,Pull,Machine,Isolation,Novice,Short Head Bicep
Machine Overhead Tricep Extension,Triceps; Long Head Tricep,,,Push,Machine,Isolation,Novice,Long Head Tricep
Machine Reverse Hyperextension,Lower back; Glutes; Gluteus Maximus; Hamstrings; Lateral Hamstrings,,,Push,Machine,Compound,Novice,Gluteus Maximus; Lateral Hamstrings
Machine Pendulum Squat,Glutes; Quads,,,Push,Machine,Compound,Novice,
Machine Single Leg Leg Press,Glutes; Quads,,,Push,Machine,Compound,Novice,
Machine Squat Press,Glutes; Quads,,,Push,Machine,Compound,Novice,
Machine Donkey Calf Raise,Calves; Gastrocnemius,,,Push,Machine,Isolation,Novice,Gastrocnemius
Machine 45 Degree Calf Raise,Calves,,,Push,Machine,Isolation,Novice,
Machine Plate Loaded Hip Thrust,Glutes,,,Push,Machine,Compound,Novice,
Machine Plate Loaded Low Row,Posterior Deltoid; Rear Shoulders,Traps (mid-back),,Pull,Machine,Compound,Novice,Posterior Deltoid; Traps (mid-back)
Machine Plate Loaded Seal Row,Lats,,,Pull,Machine,Compound,Novice,
Machine Plate Loaded T Bar Row,Lats,,,Pull,Machine,Compound,Novice,
Machine Plate Loaded Row,Lats,,,Pull,Machine,Compound,Novice,
Machine Bicep Curl,Biceps,,,Pull,Machine,Isolation,Novice,
Machine Tricep Pushdown,Triceps,,,Push,Machine,Isolation,Novice,
Machine Dips,Chest,Triceps,Shoulders,Push,Machine,Compound,Novice,Chest
Machine Standing Hamstring Curl,Hamstrings,,,Pull,Machine,Isolation,Novice,
Machine Plate Loaded Kneeling Hamstring Curl,Hamstrings,,,Pull,Machine,Isolation,Novice,
Horizontal Hack Squat,Glutes; Quads,,,Push,Machine,Compound,Novice,
Machine Crunch,Abdominals; Upper Abdominals,,,Pull,Machine,Isolation,Novice,Upper Abdominals
Machine Glute Kickback,Glutes,,,Push,Machine,Isolation,Beginner,
Machine Plate Loaded Calf Raise,Calves,,,Push,Machine,Isolation,Intermediate,
Gluteator,Glutes,,,Push,Machine,Isolation,Novice,
Vertical Leg Press,Glutes,Quads,,Push,Machine,Compound,Novice,
Machine Belt Squat,Glutes; Quads,,,Push,Machine,Compound,Novice,
Machine Plate Loaded Leg Extension,Quads,,,Push,Machine,Isolation,Novice,
Machine Seated Hamstring Curl,Hamstrings,,,Pull,Machine,Isolation,Novice,
Dumbbell Laying Curl,Biceps,,,Pull,Dumbbells,Isolation,Beginner,
Elliptical,,,,Push,Cardio,Compound,Novice,
Cable High Bayesian Curl,Biceps,,,Pull,Cables,Isolation,Beginner,
Cable Single Arm Overhead Tricep Extension,Triceps,,,Push,Cables,Isolation,Beginner,
Cable Overhead Tricep Press,Triceps,,,Push,Cables,Isolation,Intermediate,
Cable Internal Rotation,Front Shoulders,,,Push,Cables,Isolation,Beginner,
Cable External Rotation,Rear Shoulders,,,Pull,Cables,Isolation,Beginner,
Cable Kayak Row,Lats,,,Pull,Cables,Isolation,Beginner,
Cable Belt Calf Raise,Calves; Gastrocnemius,,,Push,Cables,Isolation,Novice,Gastrocnemius
Cable Belt Split Squat,Quads,Glutes,,Push,Cables,Compound,Beginner,
Cable Belt Squat,Quads,Glutes,,Push,Cables,Compound,Beginner,
Barbell Muscle Snatch,Lower back; Glutes; Front Shoulders,,,Pull,Barbell,Compound,Intermediate,
Barbell High Pull,Traps (mid-back); Lower back; Glutes; Traps,,,Pull,Barbell,Compound,Intermediate,Traps (mid-back)
Barbell Split Jerk,Front Shoulders,,,Push,Barbell,Compound,Intermediate,
Barbell Power Snatch,Lower back; Glutes; Front Shoulders,,,Pull,Barbell,Compound,Intermediate,
Barbell Clean And Jerk,Lower back; Glutes; Front Shoulders,,,Push,Barbell,Compound,Advanced,
Barbell Snatch,Lower back; Glutes; Front Shoulders,,,Pull,Barbell,Compound,Advanced,
Barbell Snatch Grip High Pull,Traps (mid-back); Lower back; Glutes; Traps,,,Pull,Barbell,Compound,Intermediate,Traps (mid-back)
Kettlebell Front Rack Deficit Reverse Lunge,Glutes,Quads,,Push,Kettlebells,Compound,Advanced,
Dumbbell Front Rack Deficit Reverse Lunge,Glutes,Quads,,Push,Dumbbells,Compound,Advanced,
Dumbbell Goblet Deficit Reverse Lunge,Glutes,Quads,,Push,Dumbbells,Compound,Advanced,
Plate Goblet Deficit Reverse Lunge,Glutes,Quads,,Push,Plate,Compound,Intermediate,
Kettlebell Staggered Waiters Bow,Glutes; Hamstrings,Lower back,,Pull,Kettlebells,Compound,Intermediate,
Kettlebell Deficit Reverse Lunge,Glutes,Quads,,Push,Kettlebells,Compound,Intermediate,
Dumbbell Deficit Reverse Lunge,Glutes,Quads,,Push,Dumbbells,Compound,Advanced,
Bodyweight Deficit Reverse Lunge,Glutes,Quads,,Push,Bodyweight,Compound,Intermediate,
Dumbbell Laying Incline Lateral Raise,Shoulders; Lateral Deltoid; Front Shoulders,,,Pull,Dumbbells,Isolation,Beginner,Lateral Deltoid
Bodyweight Staggered Waiters Bow,Glutes; Gluteus Maximus; Hamstrings; Lateral Hamstrings,Lower back,,Pull,Bodyweight,Compound,Intermediate,Gluteus Maximus; Lateral Hamstrings
Plate Staggered Waiters Bow,Glutes; Hamstrings,Lower back,,Pull,Plate,Compound,Intermediate,
Dumbbell Staggered Waiters Bow,Glutes; Gluteus Maximus; Hamstrings; Lateral Hamstrings,Lower back,,Pull,Dumbbells,Compound,Advanced,Gluteus Maximus; Lateral Hamstrings
Bodyweight Waiters Bow,Glutes; Gluteus Maximus; Hamstrings; Lateral Hamstrings,Lower back,,Pull,Bodyweight,Compound,Beginner,Gluteus Maximus; Lateral Hamstrings
Dumbbell Waiters Bow,Glutes; Gluteus Maximus; Hamstrings; Lateral Hamstrings,Lower back,,Pull,Dumbbells,Compound,Intermediate,Gluteus Maximus; Lateral Hamstrings
Kettlebell Waiters Bow,Glutes; Hamstrings,Lower back,,Pull,Kettlebells,Compound,Intermediate,
Plate Waiters Bow,Glutes; Hamstrings,Lower back,,Pull,Plate,Compound,Intermediate,
Dumbbell Tricep Guillotine Press,Triceps,,,Push,Dumbbells,Isolation,Beginner,
Barbell Tricep Guillotine Press,Triceps,,,Push,Barbell,Isolation,Intermediate,
Dumbbell Bench Braced Single Arm Overhead Tricep Extension,Triceps; Long Head Tricep,,,Push,Dumbbells,Isolation,Beginner,Long Head Tricep
Dumbbell Bench Braced Rolling Curl,Biceps,,,Pull,Dumbbells,Isolation,Intermediate,
Dumbbell Single Arm Bench Braced Reverse Flat Curl,Biceps,,,Pull,Dumbbells,Isolation,Intermediate,
Dumbbell Bench Braced Reverse Flat Curl,Biceps,,,Pull,Dumbbells,Isolation,Intermediate,
Dumbbell Single Arm Bench Braced Hammer Flat Curl,Biceps,,,Pull,Dumbbells,Isolation,Beginner,
Dumbbell Bench Braced Hammer Flat Curl,Biceps,,,Pull,Dumbbells,Isolation,Intermediate,
Dumbbell Single Arm Bench Braced Flat Curl,Biceps,,,Pull,Dumbbells,Isolation,Beginner,
Dumbbell Bench Braced Flat Curl,Biceps,,,Pull,Dumbbells,Isolation,Intermediate,
Dumbbell Single Arm Bench Braced Reverse Incline Curl,Biceps; Forearms; Wrist Extensors,,,Pull,Dumbbells,Isolation,Intermediate,Wrist Extensors
Dumbbell Bench Braced Reverse Incline Curl,Biceps; Forearms,,,Pull,Dumbbells,Isolation,Intermediate,
Dumbbell Single Arm Bench Braced Hammer Incline Curl,Biceps,,,Pull,Dumbbells,Isolation,Intermediate,
Dumbbell Bench Braced Hammer Incline Curl,Biceps,,,Pull,Dumbbells,Isolation,Intermediate,
Dumbbell Single Arm Bench Braced Incline Curl,Biceps,,,Pull,Dumbbells,Isolation,Intermediate,
Dumbbell Bench Braced Incline Curl,Biceps,,,Pull,Dumbbells,Isolation,Beginner,
Kettlebell Quad Stomp,Quads,Glutes,,Push,Kettlebells,Compound,Advanced,
Barbell Quad Stomp,Quads,Glutes,,Push,Barbell,Compound,Advanced,
Dumbbell Quad Stomp,Quads,,Glutes,Push,Dumbbells,Compound,Intermediate,
Bodyweight Quad Stomp,Quads,Glutes,,Push,Bodyweight,Compound,Beginner,
Dumbbell Single Leg Calf Raise,Calves,,,Push,Dumbbells,Isolation,Novice,
Bodyweight Single Leg Calf Raise,Calves,,,Push,Bodyweight,Isolation,Novice,
Barbell Zercher Deficit Lunge,Glutes; Quads,Lower back,,Push,Barbell,Compound,Advanced,
Barbell Front Rack Deficit Lunge,Glutes,Quads,,Push,Barbell,Compound,Advanced,
Barbell Curtsy Deficit Lunge,Glutes,Quads,,Push,Barbell,Compound,Advanced,
Dumbbell Curtsy Deficit Lunge,Glutes,Quads,,Push,Dumbbells,Compound,Advanced,
Dumbbell Front Rack Curtsy Deficit Lunge,Glutes,Quads,,Push,Dumbbells,Compound,Advanced,
Dumbbell Goblet Curtsy Deficit Lunge,Glutes,Quads,,Push,Dumbbells,Compound,Advanced,
Stability Ball V Up Pass,Abdominals,,,Pull,Bodyweight,Isolation,Intermediate,
Bodyweight Curtsy Deficit Lunge,Glutes,Quads,,Push,Bodyweight,Compound,Intermediate,
Barbell Deficit Lunge,Glutes,Quads,,Push,Barbell,Compound,Advanced,
Stability Ball Sissy Squat,Quads,,,Push,Bodyweight,Isolation,Advanced,
Stability Ball Single Leg Hip Thrust,Glutes,,,Push,Bodyweight,Compound,Intermediate,
Stability Ball Windshield Wiper,Abdominals,,,Pull,Bodyweight,Isolation,Intermediate,
Stability Ball Straight Leg Glute Bridge,Glutes,,,Push,Bodyweight,Isolation,Beginner,
Stability Ball Hamstring Curl,Hamstrings,,,Pull,Bodyweight,Isolation,Beginner,
Stability Ball Glute Bridge,Glutes,,,Push,Bodyweight,Compound,Intermediate,
Stability Ball Hip Thrust,Glutes,,,Push,Bodyweight,Compound,Beginner,
Stability Ball Side Crunch,Obliques,,,Pull,Bodyweight,Isolation,Beginner,Obliques
Stability Ball Atomic Push Up,Chest,,Abdominals,Push,Bodyweight,Compound,Intermediate,Chest
Stability Ball Push Up,Chest,Anterior Deltoid; Triceps,,Push,Bodyweight,Compound,Intermediate,Chest; Anterior Deltoid
Stability Ball Pike,Abdominals,,,Pull,Bodyweight,Isolation,Intermediate,
Stability Ball Knee Tuck,Abdominals; Lower Abdominals,,,Pull,Bodyweight,Isolation,Intermediate,Lower Abdominals
Stability Ball Reverse Hyperextension,Lower back; Glutes; Hamstrings,,,Push,Bodyweight,Compound,Novice,
Stability Ball Stir The Pot,Abdominals,,,Hold,Bodyweight,Isolation,Intermediate,
Bodyweight Stability Ball Crunch,Abdominals; Upper Abdominals,,,Push,Bodyweight,Isolation,Beginner,Upper Abdominals
Bodyweight Stability Ball Hyperextension,Lower back,Glutes; Hamstrings,,Pull,Bodyweight,Isolation,Beginner,
Stability Ball Goblet Wall Squat,Quads,Glutes,,Push,Dumbbells,Compound,Beginner,
